"FORMULARIO","PersNro","PersID","ViajeID","LugarEntrevista","TipoEntrevista","InfNum","Sexo","Edad","edad_recodif","CapDif","CapDifMot","CapDifMen","CapDifVis","CapDifAud","CapDifHabla","CapDifOtras","RelacionJefeHogar","PSH","NivelEstudio","PersonaCursando","NivelEstudioCursando","DescripciónEstCurs","AmbitoEstudio","LicenciaConducir","OcupacionPrincipal","Desc_ocuprinc","OtraActividad","Cual_act","Rel_trab","CategoríaLaboral","AmbitoTrabajo","Desc_ambtrab","IngresoPersona","Cantidad_Dinero","RangoIngresos","promedio_ingreso","IngresoTotal","realizo_viajes","CantidadViajes","Enfermedad","Vacaciones","No_Trabajó","No_dinero_viajar","Trabajó_casa","Fuera_área","No_hay_transporte","No_transporte_discapacitados","Calles_intransitables","Paro_huelga","Sin_clases","Mal_tiempo","No_necesidad_viajar","Otro_motivo","Desc_otromotiv","Cons_sis","Cons_restolíneas","Usuario_frecuente","Razón_no_viaja","Seguridad","Limpieza","Espacio","Trato_conductor","Forma_conducción","Frecuencia","Información_frecuencias","Tiempo_espera","Accesibilidad_Distancia","Seguridad_Paradas","Bienestar","FEX"
23,2,2302,230202,"Hogar","Personal",1,"Varón",51,"51-65","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",3500,"97",97,3500,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","98","98","No","               ",98,98,98,98,98,98,98,98,98,98,"No Pobre",45.2960443436634
23,3,2303,230302,"Hogar","Personal",1,"Varón",22,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Secundario / Polimodal","Si","Universitario","            ","Privado","Si","Estudiante","            ","Si","          ","Trabajador sin salario","97","Privado","            ","Si",180,"97",97,180,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","Sí","               ",6,8,8,5,5,8,2,5,9,4,"No Pobre",45.2960443436634
23,4,2304,230402,"Hogar","Personal",1,"Mujer",18,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Secundario / Polimodal","Si","Universitario","            ","Estatal","No","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","Si",400,"97",97,400,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Regulares","Sí","               ",6,9,7,5,4,7,8,9,9,9,"No Pobre",45.2960443436634
23,5,2305,230502,"Hogar","Personal",1,"Mujer",10,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Privado","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",45.2960443436634
23,6,2306,230600,"Hogar","Persona no encuestada",1,"Varón",0,"0-3","No","97","97","97","97","97","97","Otro pariente","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",45.2960443436634
24,1,2401,240100,"Hogar","Personal",1,"Mujer",30,"19-30","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Hogar / Familia","            ","Si",1200,"97",97,1200,"No",97,"Sí","No","No","No","No","No","No","No","No","No","No","No","No","No","            ","Bueno","Regulares","Sí","               ",7,6,5,7,6,7,6,7,8,5,"No Pobre",45.2960443436634
24,2,2402,240200,"Hogar","Personal",1,"Varón",53,"51-65","No","97","97","97","97","97","97","Jefe del hogar","Si","Sin estudios","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",2000,"97",97,2000,"No",97,"No","No","No","No","No","Sí","No","No","No","No","No","No","No","No","            ","Bueno","Buenas","Sí","               ",7,5,3,2,1,10,5,98,3,2,"No Pobre",45.2960443436634
24,3,2403,240300,"Hogar","Personal",1,"Varón",12,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","Sí","No","No","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",45.2960443436634
24,4,2404,240400,"Hogar","Personal",1,"Varón",10,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","Sí","No","No","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",45.2960443436634
24,5,2405,240500,"Hogar","Personal",1,"Varón",4,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",45.2960443436634
25,1,2501,250100,"Hogar","Personal",1,"Mujer",63,"51-65","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","No","Pensionado","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Regular","Regulares","Sí","               ",9,8,3,9,8,3,3,3,6,7,"Pobre",58.953000729505
26,1,2601,260106,"Hogar","Personal",1,"Varón",42,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",98,"98",98,98,"Si",6,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Regulares","Sí","               ",5,8,1,7,6,4,8,5,5,1,"0",58.953000729505
26,2,2602,260206,"Hogar","Personal",2,"Mujer",40,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Superior no universitario","Si","Otro","tecnicatura ","Estatal","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",98,"98",98,98,"Si",6,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Regulares","Sí","               ",5,8,1,7,6,4,2,98,5,1,"0",58.953000729505
26,3,2603,260302,"Hogar","Personal",3,"Varón",16,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","Si","Secundario / polimodal","            ","Privado","No","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","Sí","               ",7,6,4,5,6,6,3,7,6,1,"0",58.953000729505
26,4,2604,260401,"Hogar","Personal",4,"Varón",24,"19-30","No","97","97","97","97","97","97","Pensionista","No","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",98,"98",98,98,"Si",1,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","Sí","               ",6,8,2,8,7,6,4,8,7,2,"0",58.953000729505
26,5,2605,260502,"Hogar","Personal",5,"Mujer",12,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","Si","Secundario / polimodal","            ","Privado","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"0",58.953000729505
26,6,2606,260602,"Hogar","Persona no encuestada",1,"Mujer",8,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Privado","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"0",58.953000729505
26,7,2607,260702,"Hogar","Persona no encuestada",1,"Mujer",6,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Privado","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"0",58.953000729505
27,1,2701,270104,"Hogar","Personal",1,"Mujer",28,"19-30","No","97","97","97","97","97","97","Cónyugue","No","Superior no universitario","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",2200,"97",97,2200,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Malo","Malas","Sí","               ",6,6,4,8,4,4,3,5,8,4,"No Pobre",58.953000729505
27,2,2702,270204,"Hogar","Personal",2,"Varón",32,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",4000,"97",97,4000,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Muy malo","Malas","No","viaja en moto  ",3,3,1,1,1,2,1,1,2,1,"No Pobre",58.953000729505
27,3,2703,270300,"Hogar","Persona no encuestada",1,"Mujer",1,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",58.953000729505
30,1,3001,300102,"Hogar","Personal",1,"Varón",48,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Universitario","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",3000,"97",97,3000,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","98","No","viaja en auto  ",6,4,4,6,6,6,6,6,6,4,"No Pobre",36.2909367034301
30,2,3002,300204,"Hogar","Personal",2,"Mujer",40,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Secundario / Polimodal","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","Sí","               ",6,6,6,6,6,6,7,5,8,5,"No Pobre",36.2909367034301
30,3,3003,300302,"Hogar","Persona no encuestada",2,"Varón",13,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",36.2909367034301
30,4,3004,300402,"Hogar","Persona no encuestada",2,"Mujer",10,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",36.2909367034301
30,5,3005,300500,"Hogar","Persona no encuestada",2,"Varón",3,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",36.2909367034301
32,1,3201,320100,"Hogar","Personal",1,"Mujer",42,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Sin estudios","No","97","            ","97","No","Pensionado","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","Sí","No","No","No","No","No","No","No","No","No","No","            ","Malo","Malas","No","no tiene dinero",2,8,3,7,8,4,6,8,8,10,"Pobre",44.5752501398702
32,2,3202,320202,"Hogar","Personal",1,"Mujer",20,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","Si","Secundario / polimodal","            ","Estatal","No","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Malo","Malas","No","tiene fobia    ",3,8,4,6,7,5,7,7,8,9,"Pobre",44.5752501398702
32,3,3203,320302,"Hogar","Persona no encuestada",1,"Varón",13,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",44.5752501398702
32,4,3204,320402,"Hogar","Persona no encuestada",1,"Mujer",6,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",44.5752501398702
32,5,3205,320500,"Hogar","Persona no encuestada",1,"Varón",1,"0-3","No","97","97","97","97","97","97","Otro pariente","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",44.5752501398702
33,1,3301,330102,"Hogar","Personal",1,"Varón",51,"51-65","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",1800,"97",97,1800,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",6,7,3,5,5,4,4,3,6,5,"No Pobre",44.5752501398702
